,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,1,8797.042527958314,55.69574565252333,281.1756462208696,True,1960,300,log,1641,9,3,307,-259.24734,4549.59674,4549.09151,-18.6297,-23.76868
0,3,0,2,1,1,5784.668237235255,4401.146028830382,1678.9561325514849,True,1960,300,log,1253,78,77,552,-155.03135,3422.42154,2549.81492,-14.54934,-17.98752
0,0,0,2,1,1,8802.636451553204,46.45854594436605,281.38955455917375,True,1960,300,log,1605,10,1,344,-255.25903,4556.10637,4546.74189,-19.94175,-25.01104
0,3,0,2,1,1,,,,True,1960,300,log,1293,83,52,532,-177.94838,4417.04952,4434.59638,-19.58773,
0,0,0,2,1,1,8758.995092184765,73.83524482952453,280.5047289216845,True,1960,300,log,1617,22,3,318,-261.8376,4525.0606,4541.65663,-21.11329,-24.77126
0,3,0,2,1,1,,,,True,1960,300,log,1277,77,46,560,-165.05805,4187.80496,4254.98791,,-21.00756
0,0,0,2,1,1,8569.230612016465,101.14798238698313,274.4704881558895,True,1960,300,log,1822,28,2,108,-262.10294,4491.28525,4397.59113,-26.63875,-30.90408
0,3,0,2,1,1,8984.49043926712,1018.2845538449092,325.04755335798626,True,1960,300,log,1432,59,43,426,-165.94111,4631.33997,4558.46528,-20.1732,-19.2005
0,0,0,2,1,1,8753.553697960084,60.61921441612867,279.90717396072347,True,1960,300,log,1748,7,2,203,-258.62981,4517.11473,4548.33319,-27.03205,-26.23236
0,3,0,2,1,1,8937.171367832747,1192.9827835330907,346.54931993404773,True,1960,300,log,1410,61,25,464,-158.94184,4559.60512,4585.06039,-26.38754,-22.16477
0,0,0,2,1,1,8775.138213038157,51.18328463852231,280.8005515363252,True,1960,300,log,1727,9,0,224,-265.2671,4544.954,4546.20893,-22.03386,-28.72375
0,3,0,2,1,1,,,,True,1960,300,log,1393,76,51,440,-143.12596,4539.6621,4603.49252,,
0,0,0,2,1,1,8528.920053107664,119.25914848773755,273.7934167252234,True,1960,300,log,1814,33,4,109,-277.66682,4390.52736,4479.55035,-27.46322,-36.02762
0,3,0,2,1,1,9106.184858880526,1056.0083123992663,328.55261529625295,True,1960,300,log,1327,59,51,523,-155.49709,4610.74475,4693.33835,-17.27288,-25.12827
0,0,0,2,1,1,8420.333432291707,101.8053553273312,271.8535514264893,True,1960,300,log,1941,18,1,0,-307.94202,4444.72797,4369.71116,-44.99618,-41.1675
0,3,0,2,1,1,8624.146172796824,1522.0735981935086,343.1662544849202,True,1960,300,log,1326,58,44,532,-155.70996,4401.15448,4422.53339,-26.95301,-16.87872
0,0,0,2,1,1,8770.29283031675,37.59136319002937,280.92192744027125,True,1960,300,log,1678,7,0,275,-268.89562,4543.20731,4546.61562,-26.3262,-24.30828
0,3,0,2,1,1,,,,True,1960,300,log,1422,49,32,457,-162.22716,4516.98478,4468.45014,-20.06391,
0,0,0,2,1,1,8576.596120857743,58.92371029516107,276.67432031819186,True,1960,300,log,1906,17,0,37,-274.09989,4499.95973,4423.06441,-34.33644,-37.99169
0,3,0,2,1,1,9111.101439042366,910.6329315649,318.8075978612242,True,1960,300,log,1385,49,34,492,-155.10764,4648.69548,4659.7458,-22.15815,-20.07405
